Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   Egz.  
Vardas9214          Pavarde9214         8     9     9     2     7     5     7     9     
Vardas9215          Pavarde9215         5     10    10    9     4     1     3     9     
Vardas9216          Pavarde9216         6     7     5     7     1     2     8     10    
Vardas9217          Pavarde9217         10    7     9     4     8     1     3     6     
Vardas9218          Pavarde9218         5     1     5     5     7     2     7     8     
Vardas9219          Pavarde9219         3     10    4     9     5     5     3     3     
Vardas9220          Pavarde9220         7     4     10    3     1     7     10    6     
Vardas9221          Pavarde9221         7     6     5     7     7     8     9     3     
Vardas9222          Pavarde9222         9     7     9     6     8     5     2     9     
Vardas9223          Pavarde9223         6     3     4     9     5     7     10    6     
Vardas9224          Pavarde9224         7     4     4     1     4     8     2     8     
Vardas9225          Pavarde9225         2     8     3     7     3     1     10    4     
Vardas9226          Pavarde9226         4     2     1     5     4     10    1     5     
Vardas9227          Pavarde9227         8     4     4     10    7     3     5     5     
Vardas9228          Pavarde9228         8     6     7     7     9     2     6     8     
Vardas9229          Pavarde9229         10    10    4     3     1     5     8     8     
Vardas9230          Pavarde9230         9     9     9     8     4     4     2     4     
Vardas9231          Pavarde9231         3     6     2     2     10    7     10    2     
Vardas9232          Pavarde9232         1     5     10    9     8     2     7     8     
Vardas9233          Pavarde9233         6     7     4     9     6     8     6     4     
Vardas9234          Pavarde9234         8     8     7     1     1     10    4     7     
Vardas9235          Pavarde9235         4     8     3     1     5     4     2     7     
Vardas9236          Pavarde9236         3     10    9     2     2     6     1     3     
Vardas9237          Pavarde9237         6     1     8     2     8     4     10    6     
Vardas9238          Pavarde9238         4     10    9     9     4     8     7     6     
Vardas9239          Pavarde9239         9     4     1     7     5     4     9     10    
Vardas9240          Pavarde9240         10    10    2     8     9     2     2     3     
Vardas9241          Pavarde9241         1     2     8     10    6     7     9     8     
Vardas9242          Pavarde9242         7     8     1     5     2     9     10    9     
Vardas9243          Pavarde9243         2     1     1     6     5     3     3     3     
Vardas9244          Pavarde9244         4     7     7     1     10    7     2     3     
Vardas9245          Pavarde9245         1     1     7     9     5     1     8     3     
Vardas9246          Pavarde9246         5     10    9     5     1     10    1     7     
Vardas9247          Pavarde9247         7     10    2     4     4     1     10    7     
Vardas9248          Pavarde9248         4     9     7     2     10    10    1     7     
Vardas9249          Pavarde9249         1     3     1     4     10    2     3     5     
Vardas9250          Pavarde9250         3     4     5     9     10    3     10    4     
Vardas9251          Pavarde9251         9     3     4     9     1     9     8     1     
Vardas9252          Pavarde9252         6     1     2     8     4     8     1     9     
Vardas9253          Pavarde9253         1     2     10    7     7     8     2     8     
Vardas9254          Pavarde9254         6     4     6     3     2     3     4     8     
Vardas9255          Pavarde9255         8     5     5     7     9     2     7     10    
Vardas9256          Pavarde9256         1     6     3     9     1     4     4     2     
Vardas9257          Pavarde9257         8     1     8     2     2     9     6     5     
Vardas9258          Pavarde9258         10    3     6     8     6     7     10    6     
Vardas9259          Pavarde9259         7     6     9     10    4     6     9     4     
Vardas9260          Pavarde9260         10    8     3     5     3     10    8     4     
Vardas9261          Pavarde9261         3     9     3     9     5     7     6     3     
Vardas9262          Pavarde9262         3     3     8     3     10    7     2     7     
Vardas9263          Pavarde9263         6     6     10    2     5     1     4     7     
Vardas9264          Pavarde9264         4     6     10    3     3     4     7     5     
Vardas9265          Pavarde9265         2     2     10    5     8     4     8     5     
Vardas9266          Pavarde9266         4     8     7     8     4     6     1     3     
Vardas9267          Pavarde9267         4     10    5     5     7     1     9     10    
Vardas9268          Pavarde9268         2     5     8     7     5     5     10    6     
Vardas9269          Pavarde9269         10    9     7     3     4     2     5     1     
Vardas9270          Pavarde9270         1     9     7     5     6     1     3     10    
Vardas9271          Pavarde9271         10    4     8     5     7     10    6     9     
Vardas9272          Pavarde9272         9     1     3     5     2     8     7     9     
Vardas9273          Pavarde9273         5     10    5     5     3     7     1     9     
Vardas9274          Pavarde9274         3     9     2     2     8     8     10    10    
Vardas9275          Pavarde9275         1     8     9     3     8     8     6     4     
Vardas9276          Pavarde9276         8     1     3     9     2     5     7     10    
Vardas9277          Pavarde9277         2     8     8     9     4     2     8     3     
